
Purnea,25.78,87.47,India
Hisar,29.1489,75.7367,India
Fīrozābād,27.15,78.3949,India
Bīdar,17.9229,77.5175,India
Rāmpur,28.8154,79.025,India
Shiliguri,26.72,88.42,India
Bāli,22.65,88.34,India
Pānīpat,29.4004,76.97,India
Karīmnagar,18.4333,79.15,India
Bhuj,23.2504,69.81,India
Ichalkaranji,16.7,74.47,India
Tirupati,13.65,79.42,India
Hospet,15.2667,76.4,India
Āīzawl,23.7104,92.72,India
Sannai,24.16,80.83,India
Bārāsat,22.2333,88.45,India
Ratlām,23.3167,75.0667,India
Handwāra,34.4,74.28,India
Drug,21.19,81.28,India
Imphāl,24.82,93.95,India
Anantapur,14.6833,77.6,India
Etāwah,26.7855,79.015,India
Rāichūr,16.2104,77.355,India
Ongole,15.5,80.05,India
Bharatpur,27.2172,77.49,India
Begusarai,25.42,86.13,India
Sonīpat,28.9958,77.0114,India
Rāmgundam,18.8,79.45,India
Hāpur,28.7437,77.7628,India
Uluberiya,22.47,88.11,India
Porbandar,21.6425,69.6047,India
Pāli,25.7725,73.3233,India
Vizianagaram,18.1167,83.4167,India
Puducherry,11.93,79.83,India
Karnāl,29.6804,76.97,India
Nāgercoil,8.17,77.43,India
Tanjore,10.8,79.15,India
Sambhal,28.58,78.55,India
Naihāti,22.9,88.42,India
Secunderābād,17.45,78.5,India
Kharagpur,22.3302,87.3237,India
Dindigul,10.35,77.95,India
Shimla,31.1033,77.1722,India
Ingrāj Bāzār,25,88.15,India
Ellore,16.7,81.1,India
Puri,19.8,85.8167,India
Haldia,22.0257,88.0583,India
Nandyāl,15.48,78.48,India
Bulandshahr,28.4104,77.8484,India
Chakradharpur,22.7,85.63,India
Bhiwāni,28.7833,76.1333,India
Gurgaon,28.45,77.02,India
Burhānpur,21.3004,76.13,India
Khammam,17.25,80.15,India
Madhyamgram,22.7,88.45,India
Ghāndīnagar,23.22,72.68,India
Baharampur,24.1,88.25,India
Mahbūbnagar,16.7333,77.9833,India
Mahesāna,23.6,72.4,India
Ādoni,15.63,77.28,India
Rāiganj,25.6167,88.1167,India
Bhusāval,21.02,75.83,India
Bahraigh,27.6204,81.6699,India
Shrīrāmpur,22.75,88.34,India
Tonk,26.1505,75.79,India
Sirsa,29.4904,75.03,India
Jaunpur,25.7333,82.6833,India
Madanapalle,13.55,78.5,India
Hugli,22.9,88.39,India
Vellore,12.9204,79.15,India
Alleppey,9.5004,76.37,India
Cuddalore,11.75,79.75,India
Deo,24.6561,84.4356,India
Chīrāla,15.82,80.35,India
Machilīpatnam,16.1667,81.1333,India
Medinīpur,22.4333,87.3333,India
Bāramūla,34.2,74.34,India
Chandannagar,22.8667,88.3833,India
Fatehpur,25.8804,80.8,India
Udipi,13.3322,74.7461,India
Tenāli,16.243,80.64,India
Sitalpur,27.63,80.75,India
Conjeeveram,12.8308,79.7078,India
Proddatūr,14.73,78.55,India
Navsāri,20.8504,72.92,India
Godhra,22.7755,73.6149,India
Budaun,28.03,79.09,India
Chittoor,13.2,79.1167,India
Harīpur,31.52,75.98,India
Saharsa,25.88,86.6,India
Vidisha,23.5239,77.8061,India
Pathānkot,32.2689,75.6497,India
Nalgonda,17.05,79.27,India
Dibrugarh,27.4833,95,India
Bālurghāt,25.2167,88.7667,India
Krishnanagar,23.4,88.5,India
Fyzābād,26.7504,82.17,India
Silchar,24.7904,92.79,India
Shāntipur,23.25,88.43,India
Hindupur,13.83,77.49,India
Erode,11.3408,77.7172,India
Jāmuria,23.7,87.08,India
Hābra,22.83,88.63,India
Ambāla,30.3786,76.7725,India
Mauli,30.7194,76.7181,India
Kolār,13.1333,78.1333,India
Shillong,25.5744,91.8789,India
Bhīmavaram,16.5333,81.5333,India
New Delhi,28.7,77.2,India
Mandsaur,24.03,75.08,India
Kumbakonam,10.9805,79.4,India
Tiruvannāmalai,12.2604,79.1,India
Chicacole,18.3,83.9,India
Bānkura,23.25,87.0667,India
Mandya,12.5242,76.8958,India
Hassan,13.005,76.1028,India
Yavatmāl,20.4,78.1333,India
Pīlibhīt,28.64,79.81,India
Pālghāt,10.7792,76.6547,India
Abohar,30.1204,74.29,India
Pālakollu,16.5333,81.7333,India
Kānchrāpāra,22.97,88.43,India
Port Blair,11.6667,92.75,India
Alīpur Duār,26.4837,89.5667,India
Hāthras,27.6,78.05,India
Guntakal,15.17,77.38,India
Navadwīp,23.4088,88.3657,India
Basīrhat,22.6572,88.8942,India
Hālīsahar,22.95,88.42,India
Rishra,22.71,88.35,India
Dharmavaram,14.4142,77.715,India
Baidyabāti,22.79,88.32,India
Darjeeling,27.0417,88.2631,India
Sopur,34.3,74.47,India
Gudivāda,16.43,80.99,India
Adilābād,19.6667,78.5333,India
Titāgarh,22.74,88.37,India
Chittaurgarh,24.8894,74.6239,India
Narasaraopet,16.236,80.054,India
Dam Dam,22.62,88.42,India
Vālpārai,10.3204,76.97,India
Osmānābād,18.1667,76.05,India
Champdani,22.8,88.37,India
Bangaon,23.07,88.82,India
Khardah,22.72,88.38,India
Tādpatri,14.92,78.02,India
Jalpāiguri,26.5167,88.7333,India
Suriāpet,17.15,79.6167,India
Tādepallegūdem,16.8333,81.5,India
Bānsbāria,22.97,88.4,India
Negapatam,10.7667,79.8333,India
Bhadreswar,22.82,88.35,India
Chilakalūrupet,16.0892,80.1672,India
Kalyani,22.975,88.4344,India
Gangtok,27.33,88.62,India
Kohīma,25.6667,94.1194,India
Khambhāt,22.3131,72.6194,India
Aurangābād,24.7704,84.38,India
Emmiganūr,15.7333,77.4833,India
Rāyachoti,14.05,78.75,India
Kāvali,14.9123,79.9944,India
Mancherāl,18.8679,79.4639,India
Kadiri,14.12,78.17,India
Ootacamund,11.4086,76.6939,India
Anakāpalle,17.68,83.02,India
Sirsilla,18.38,78.83,India
Kāmāreddipet,18.3167,78.35,India
Pāloncha,17.5815,80.6765,India
Kottagūdem,17.55,80.63,India
Tanuku,16.75,81.7,India
Bodhan,18.67,77.9,India
Karūr,10.9504,78.0833,India
Mangalagiri,16.43,80.55,India
Kairāna,29.4,77.2,India
Mārkāpur,15.735,79.27,India
Malaut,30.19,74.499,India
Bāpatla,15.8889,80.47,India
Badvel,14.75,79.05,India
Jorhāt,26.75,94.2167,India
Koratla,18.82,78.72,India
Pulivendla,14.4167,78.2333,India
Jaisalmer,26.9167,70.9167,India
Tādepalle,16.4667,80.6,India
Armūr,18.79,78.29,India
Jatani,20.17,85.7,India
Gadwāl,16.23,77.8,India
Nagari,13.33,79.58,India
Wanparti,16.361,78.0627,India
Ponnūru,16.0667,80.5667,India
Vinukonda,16.05,79.75,India
Itānagar,27.1,93.62,India
Tezpur,26.6338,92.8,India
Narasapur,16.4333,81.6833,India
Kothāpet,19.3333,79.4833,India
Mācherla,16.48,79.43,India
Kandukūr,15.2165,79.9042,India
Sāmalkot,17.0531,82.1695,India
Bobbili,18.5667,83.4167,India
Sattenapalle,16.3962,80.1497,India
Vrindāvan,27.5806,77.7006,India
Mandapeta,16.87,81.93,India
Belampalli,19.0558,79.4931,India
Bhīmunipatnam,17.8864,83.4471,India
Nāndod,21.8704,73.5026,India
Pithāpuram,17.1167,82.2667,India
Punganūru,13.3667,78.5833,India
Puttūr,13.45,79.55,India
Jalor,25.35,72.6167,India
Palmaner,13.2,78.75,India
Dholka,22.72,72.47,India
Jaggayyapeta,16.892,80.0976,India
Tuni,17.35,82.55,India
Amalāpuram,16.5833,82.0167,India
Jagtiāl,18.8,78.93,India
Vikārābād,17.33,77.9,India
Venkatagiri,13.9667,79.5833,India
Sihor,21.7,71.97,India
Jangaon,17.72,79.18,India
Mandamāri,18.9822,79.4811,India
Metpalli,18.8297,78.5878,India
Repalle,16.02,80.85,India
Bhainsa,19.1,77.9667,India
Jasdan,22.03,71.2,India
Jammalamadugu,14.85,78.38,India
Rāmeswaram,9.28,79.3,India
Addanki,15.811,79.9738,India
Nidadavole,16.92,81.67,India
Bodupāl,17.4139,78.5783,India
Rājgīr,25.03,85.42,India
Rajaori,33.38,74.3,India
Naini Tal,29.3919,79.4542,India
Channarāyapatna,12.9,76.39,India
Maihar,24.27,80.75,India
Panaji,15.48,73.83,India
Junnar,19.2,73.88,India
Amudālavalasa,18.4167,83.9,India
Damān,20.417,72.85,India
Kovvūr,17.0167,81.7333,India
Solan,30.92,77.12,India
Dwārka,22.2403,68.9686,India
Pathanāmthitta,9.2647,76.7872,India
Kodaikānal,10.23,77.48,India
Udhampur,32.93,75.13,India
Giddalūr,15.3784,78.9265,India
Yellandu,17.6,80.33,India
Shrīrangapattana,12.4181,76.6947,India
Angamāli,10.196,76.386,India
Umaria,23.5245,80.8365,India
Fatehpur Sīkri,27.0911,77.6611,India
Mangūr,17.9373,80.8185,India
Pedana,16.2667,81.1667,India
Uran,18.89,72.95,India
Chimākurti,15.5819,79.868,India
Devarkonda,16.7,78.9333,India
Bandipura,34.4225,74.6375,India
Silvassa,20.2666,73.0166,India
Pāmidi,14.95,77.5833,India
Narasannapeta,18.4151,84.0447,India
Jaynagar-Majilpur,22.1772,88.4258,India
Khed Brahma,24.0299,73.0463,India
Khajurāho,24.85,79.9333,India
Koilkuntla,15.2333,78.3167,India
Diu,20.7197,70.9904,India
Kulgam,33.64,75.02,India
Gauripur,26.08,89.97,India
Abu,24.5925,72.7083,India
Curchorem,15.25,74.1,India
Kavaratti,10.5626,72.6369,India
Panchkula,30.6915,76.8537,India
Kagaznāgār,19.3316,79.4661,India
